Url,Name,Price,Sold
https://tka.tiki.vn/pixel/pixel?data=T2lnUguZNsfoJtCxBXbyjCiiZhGiTVhXNhGemuK52rgaJjDUaSENT1NkfIZljwznMH9X7AlGzcRoQS30GLkH321_whQe_qQ1Fmbu-EVKf91MG2vUJGLLLG98oTWXkbTRQF0Da3lSz7BKdvGUzFsoryAl6ofOHL4qXrjMn_nfuRupzcMsAGzdEorgZGhaGoFxZHKHwOsvxL3aHhaPPgBG4MXjSF3GQkXPL2nfaDo7arPhpykjnzI77mf7gT_7A6RXJ5Nvv83eZOPt4vQDg1RYPcfHq07ySYIugocCtVrBZw17nwSI8pj4Ki27MWQfpuq02DZjzSGd_LCh5UIILfbeePIRlREx9qE39YfanfSGUw61Q9CQQJP85orgcUetv3pPxZNeBMdN2ajElg0JJJSkiWTBMriwrR7zcmRz6ovWFp3c4WE95ZZesO8ZSXB5ZAXmieC8xK4vabIEc-1zY08GH3dTKv0So7ecdEVXHZKJJN3cTRQjwPAC4kM8oUpUS1ZshS9Xaq-m8FyIc1iLLzlDBTGsY5FeKQVRCMA7aEJVzihceOsaNpSG0OuIVcE7orDhVOqqXhIX5G5hZMgq7bwvP7I1TJ1h32rX2dNbe0uBmzahjCAaP7Y0iiFVoJJh5RcXIEpL2k_v7f1PKpeRtKwIlPCmvCJRN11uaLmOirQELNAt-AKH4IMft09yYteIvugY9piYwnjO-RqK10-IHzv4h-x7hUiCzQiTX2VUKV1TV9gvNzbDfZRwGM16lGECMbvgxJmW-Dbvhr5oZukUx9xpuoU58AsAEPFsQ-2NAVK_3_3Pu78VJr97WasKhaJmSg2ItUFwTCTLvUvzBFD8XiievW2NyVgKwONH_ruNJsj0c80CvNpGncQzTnapzMPKJPRt-ycMcKtMtmxcuGVfIm3FGXNwD-9r-26GpjursWCtL3YB6K81OrYNs4_CeZvWGFYLK3s9lt1q4zYF9OGvK8g1vdZJ14yj9wmgxSVQ9BrSSFUIyIIhupr_VowNtJXOrARF6SHUWlHkihzYbVGP8CLhiS80OdF0Q_DTTO8GDUeOasOT75SFw1bU7R0oE5hS_lE7myEXdiS5ydqJEKGeO9qwI3eDOJc&reqid=cUMJ8mh6s5x1esC9&type=CLICK&pos=1,Áo thun nam cổ tim ngắn tay đẹp nhiều màu đủ size ( có size lớn cho người 100 kg ),84.000₫,Đã bán 366
https://tka.tiki.vn/pixel/pixel?data=JBCsdBl0HHtXAT7vOhJSG_gBNNdp0T9IMefBuEcPzDuFaRZm6nf7QbIxdzD5uE1BoJxiK1FNahat4oEWYCOb3OjUTnx-B8JdnNyUGfD4-dBeSNIE7t8HalIDvdnB_8W5IIJIcLO_0QUsGJ6XJSt0DpbzVoi7FWDDgaoHXA4V5NZtF_EkMngE0nS4q3l32aJhfKlPWmVa_C_P4kjN9oWLqVAxlsDTD5KjRHaZvy1LsIF3EF0SWa6hgFHzmIGCU93p1C0vB9Kfx-SklCn4KjRCuI091eBZUi83YhEDF2Je15Ey3oD50fu2IRuNKG1ZMtEpKsbyvTQu79jqxXcchlsmXYMcsiOorfF-SApgQEXGE_jJSDS955Db90QAc5CXDbLhx3wXoPoX30cpvsiTURqkGCgIjKC6rG__hJFaOYAnKC84OfFdtKa3bNb6gbHC6wvNC74JtPx2ij8vadbEbvPWTmfVymrt1SJjtLhutGgIXVoYkAhU5BOOLNiVZCautEiDNt9nTWFRAWY0QeGz0QD_Pl1r6R1NAGD4TnpXdT-dY-Fvv3wPWYSdIXGIHBHZ76aNLnLKguZB_NeDSw6NzHyJf2J8qo819SHP171Z6tZLUhnR_NmXsupkJgM3F30fSX-PuZwl-EFrAyrpkKNO3rh2q8K2umC5olBnmThaTClrbsjcalgv4408JVt-EA4a_H9EzXe1oF1xs2BhVi3-gnteu230nW3jTP-8uGKDgoja3AFR9ZuZCW1cKLhV3Wx1eb8z-JC4Q5j32ZvP4UA8HSCo5Y7DhnJXvACybSfwnhTfdiZ7RqkQaLLh9l3Ec9kkefYyQsH622OjMnSKKZqp1JPx0HyKD6A8GohbsH4mS0FzsUAAkIEKjLd9mPFepVZn5CafewimT4avtRt0KxeBwBti3RWy1_pzIrAOTw3yJFxut0Aa-1e-s4rM9YeM9ecAT5BBi5D21jnWX5Lrv3M1_PzJPKqTS4sGgGB_FRyww6C0dFxqr1ykrAkZJL-tTSb1VqHs8P84-27ffczbiObantE6z84-jQ2Q3EYdcaFNyIXbgbHxVPc-seNGEQa0ZX8j0BP5ICdH3dHr60iPhO5GrchW7Or6eWqHFl5o&reqid=cUMJ8mh6s5x1esC9&type=CLICK&pos=2,Áo thun Nữ croptop cổ tròn tay ngắn 7 màu cotton lạnh chất đẹp siêu co giãn chống bai xù,84.000₫,Đã bán 32
https://tka.tiki.vn/pixel/pixel?data=YFssw43OddGyqvO_vCPMZbcCxL3qtsLJwzusB0alOhhmKe62hgfiGx7KQSAAMGWhIYsAkrp4CQzPGv39JL1Zsq0ip7yMdec10nhQZHfq5mmRRxUpHt12BcbLvd7RRgAB-a73rx80oDK-nQv5av6Qch2OJvxsM5FmTxvfXVRULAognxdyC6mqlCQfOnjMJ52NgOD82TDPa-dtwGwx0_y2givl1sGvOWCvDOA3XXr9ZyiJcBWzKMwR3JQFYmzRomZmvqT6aU9imjLuipqER7k_bJA9pb09guK9sVLRBNUD02upzzBaozv2QhcrJ9IZFr1ghQ4jsL9_ep1OhtjyCRLV7Nxp_DAraucpPVl6w9OpQH8TXXWig4WTZouI_viSzgv64YY1agNG2JyTjFNm_9pvU3s0MP7FFHXgVL3VM07MG-usucmjO92SEnaCOnJCRBaqj0zea17AAj6dOSKqElLWf4CxAuxVvXG8Zp-j4Wfkhy29Gws0SivwpCm6LBrqutW0Tffeo8JkyTXdXnMrriFekP8bfj5UE48elmISNw-z6lzIbYmpwuce0-vf9k3OXbjnpQLftnokLns84Bj-rYSxJHkcLycskySCiIihkGac7w90ck5l0zgJhlh58DYXQ_4vFFULrKp62UfrLJw9TbsLHTCVHuyCKufDpo_AjC5hc9v1ZUMA1xg7hdfBhYJ-0KbLIGEVF_o_qrQnnsXG6sAMMu7K2WTeKGfGWguZWcT1gBxIL19g_ZusK1kTi3RRFJCmxDn6V-bHpiWrUHtWo0K33ih40ieqQA7lAUmtyJsPtG_JaDUgRIOpkHC9-G-ejUVsXMMC9AkZ7AvwdFHmI5BQ9b_nPWqIVnFG-J-plDWl8aEkdWZhX1QecnwrwIhBQPW0M_4g0I7utwUrCv2PDiUvKYKyh9oR_wfjIhCOA_lr7K3vvrG7k5qqfRig_KX2Ven_l58tBd09kBzlkLELny5r_Uj1xdtMtLMH14YyvvJ3CLNwk048rSb91RQRTF3hGgjzDITRcZ8z8H183vr9Ryp7QxuZrnii6dJEWF_6WAmlLsnk-vqMdO5YyEKHOhGthp2hCdL-9H-yUCZyas9lIz1dwak53ewPGwEInKGSMSoOc7mTPsxEBltlKPFex9SmMfe13vVMPwqgGTkpqA&reqid=cUMJ8mh6s5x1esC9&type=CLICK&pos=3,"Áo Thun Nam Ngắn Tay 5S FASHION, Chất Cotton Mềm Mát, Thiết Kế Khỏe Khoắn, In Trẻ Trung, Năng Động (ATS24045)",139.000₫,Đã bán 33
https://tka.tiki.vn/pixel/pixel?data=DaI5kfWdjgd96L54F4SslJZMb-Q3H5e7En-e3wQrHf1faylDCTC8eFixqx3y-7Yn4gYku1zkvqUvp9Eq8dg0FFdBVQvrW4xZVKjVipPVqOt7M_aF7NR_GML6RAZML114gmqj4vOkuVDIWFFMsS2r9V5Z5wJl-7Zdq1r3VStiZINOAUI5f4l9OXe4XJcY5KSdG7NqdYz-cgdYhLwaJSNGNiu86YfdX82Anz2NmpdFvnQXfaIiAA3R-00wiTdv2vYhVoNtSAvLoJ6sdmJveLNj_gi_Yj_-NHyczGeD9h62mi8kHBx1off2qpI29WtCQgc0N4-davXyJKbEhk3Y0YG0s2W1KIYIjkJWdBUUBK_3R5Loc6uvDoFHgysT10_Q9aP_BErCOw88814Uyo0ko4dKozZPAinmYyFdlzwj4rhT31sPsVgUAdclmmwAcK9HB7atCUadDR9DfKLdj_RzQEzVvyV1ow8cJJ99C1p9ijVG1EOhiT43motwjInX0IsOiA_iGxHJqJITcx3_xYb8sC1d06URlTdzhLJ72prcvX-WHyOFGyuAoLsXldertfAMoe5pOSp5HgIesGRJa1e8n6qODbkXeWMrZ5A5brjFnOLaOjIG6amIIN60Zuu06HEyLsZV9ElbPZuNRpRwj-xFihgPFUHAjd6BrRqnF5dvlGY2BVlR7yC5X8thG3s1SvKNdrCbI2Md3FyktqWeB_l8a89OATCEALmx7EFBJpXo5fPzsfHDLsSIy8CPHruQcv1ptOGRNwGX_ZhkxmG_8gLjCYX_X8Can_jQcKqH3sbjnFGq3MGJNV1Z_CvQZOMdSgQgMXhIKITFi3wD3C9TsQTfd0slwzEbrI7Fs7CueDdck_USg-k0McnIVtMhQ_ryYSRlGRn7_6eGvh9KJ4V00jyyc0Nf6wNqwKsQOneQngD49308pqyX_N9G7xdjUBN5Tl8Grzxdc4euWraas7sdJn0l0wFzDtGxkziP3QhuPEElQSJrbCE4vxDxxmCK9oefdMYZrbkFlH1y_F-8rsx-d4aXTpMOiuEUBsm0xVEXSa5zJ2wm0FMWxDlP-IuzB5PFH_jN0g6u-UGq2aMa9vzt4ZOIygw4d7-gkXPrEYTm71CtsHBcxv9mnelyaQ9_S9utxiz2fwU1GCdqwlX20rxuxT8czdxE5hYBdoctXEKNa4Uo5aWuVENrMcxduKXgpgsEnLwygyTDPTlxVUvzKzxhRM1FVonQ34bGU7D8dyqUXrlxqBH4tHtglxQ7xo2d-A3g&reqid=cUMJ8mh6s5x1esC9&type=CLICK&pos=4,"Xách ba lô lên và đi, mã TV4. Hãy tỏa sáng như kim cương, qua chiếc áo thun Goking siêu hot cho nam nữ trẻ em, áo phông cặp đôi, gia đình, đội nhóm",62.000₫,Đã bán 46
https://tiki.vn/set-do-bo-nu-quan-caro-phoi-ao-co-tim-thun-cotton-mat-min-p64636058.html?spid=64636084,Sét đồ bộ nữ quần caro phối áo cổ tim thun cotton mát mịn,89.100₫,Đã bán 47
https://tiki.vn/set-do-nu-chat-dui-bo-do-nu-he-ao-yem-quan-dui-chat-dui-xinh-xa-n-p117573855.html?spid=117573861,"set đồ nữ chất đũi,bộ đồ nữ hè áo yếm quần đùi chât đũi xinh xắn",99.000₫,Đã bán 34
https://tiki.vn/set-do-bo-nu-quan-da-beo-phoi-ao-mau-nang-dong-p66580038.html?spid=66580056,Sét đồ bộ nữ quần da beo phối áo màu năng động,89.100₫,Đã bán 16
https://tiki.vn/do-bo-nu-quan-ong-suong-ao-so-mi-2-tui-sang-trong-p177272170.html?spid=177272175,Đồ bộ nữ quần ống suông áo sơ mi 2 túi sang trọng,148.500₫,Đã bán 1
https://tiki.vn/bo-quan-ao-nu-form-rong-in-hoa-cao-cap-co-bigsize-mau-moi-gia-re-dep-do-bo-mac-di-choi-mac-o-nha-xinh-xan-p249372855.html?spid=249372868,"Bộ quần áo nữ form rộng in hoa cao cấp có bigsize mẫu mới giá rẻ đẹp, đô bộ mặc đi chơi mặc ơ nhà xinh xắn",229.000₫,Đã bán 2
